"Year","cpi_score","iso_3"
2013,19,"GNQ"
2013,19,"GNB"
2013,19,"HTI"
2013,18,"YEM"
2013,17,"SYR"
2013,17,"TKM"
2013,17,"UZB"
2013,16,"IRQ"
2013,15,"LBY"
2013,14,"SSD"
2013,11,"SDN"
2013,8,"AFG"
2013,8,"PRK"
2013,8,"SOM"
2014,92,"DNK"
2014,91,"NZL"
2014,89,"FIN"
2014,87,"SWE"
2014,86,"NOR"
2014,86,"CHE"
2014,84,"SGP"
2014,83,"NLD"
2014,82,"LUX"
2014,81,"CAN"
2014,80,"AUS"
2014,79,"DEU"
2014,79,"ISL"
2014,78,"GBR"
2014,76,"BEL"
2014,76,"JPN"
2014,74,"BRB"
2014,74,"HKG"
2014,74,"IRL"
2014,74,"USA"
2014,73,"CHL"
2014,73,"URY"
2014,72,"AUT"
2014,71,"BHS"
2014,71,"LCA"
2014,70,"ARE"
2014,69,"EST"
2014,69,"FRA"
2014,69,"QAT"
2014,65,"BTN"
2014,63,"BWA"
2014,63,"CYP"
2014,63,"PRT"
2014,63,"PRI"
2014,62,"VCT"
2014,61,"POL"
2014,61,"TWN"
2014,60,"ISR"
2014,60,"ESP"
2014,58,"DMA"
2014,58,"LTU"
2014,58,"SVN"
2014,57,"CPV"
2014,55,"KOR"
2014,55,"LVA"
2014,55,"MLT"
2014,55,"SYC"
2014,54,"CRI"
2014,54,"HUN"
2014,54,"MUS"
2014,52,"GEO"
2014,52,"MYS"
2014,51,"CZE"
2014,50,"SVK"
2014,49,"BHR"
2014,49,"JOR"
2014,49,"LSO"
2014,49,"NAM"
2014,49,"RWA"
2014,49,"SAU"
2014,48,"HRV"
2014,48,"GHA"
2014,46,"CUB"
2014,45,"OMN"
2014,45,"MKD"
2014,45,"TUR"
2014,44,"KWT"
2014,44,"ZAF"
2014,43,"BRA"
2014,43,"BGR"
2014,43,"GRC"
2014,43,"ITA"
2014,43,"ROU"
2014,43,"SEN"
2014,43,"SWZ"
2014,42,"MNE"
2014,42,"STP"
2014,41,"SRB"
2014,40,"TUN"
2014,39,"BEN"
2014,39,"BIH"
2014,39,"SLV"
2014,39,"MNG"
2014,39,"MAR"
2014,38,"BFA"
2014,38,"IND"
2014,38,"JAM"
2014,38,"PER"
2014,38,"PHL"
2014,38,"LKA"
2014,38,"THA"
2014,38,"TTO"
2014,38,"ZMB"
2014,37,"ARM"
2014,37,"COL"
2014,37,"EGY"
2014,37,"GAB"
2014,37,"LBR"
2014,37,"PAN"
2014,36,"DZA"
2014,36,"CHN"
2014,36,"SUR"
2014,35,"BOL"
2014,35,"MEX"
2014,35,"MDA"
2014,35,"NER"
2014,34,"ARG"
2014,34,"DJI"
2014,34,"IDN"
2014,33,"ALB"
2014,33,"ECU"
2014,33,"ETH"
2014,33,"KSV"
2014,33,"MWI"
2014,32,"CIV"
2014,32,"DOM"
2014,32,"GTM"
2014,32,"MLI"
2014,31,"BLR"
2014,31,"MOZ"
2014,31,"SLE"
2014,31,"TZA"
2014,31,"VNM"
2014,30,"GUY"
2014,30,"MRT"
2014,29,"AZE"
2014,29,"GMB"
2014,29,"HND"
2014,29,"KAZ"
2014,29,"NPL"
2014,29,"PAK"
2014,29,"TGO"
2014,28,"MDG"
2014,28,"NIC"
2014,28,"TLS"
2014,27,"CMR"
2014,27,"IRN"
2014,27,"KGZ"
2014,27,"LBN"
2014,27,"NGA"
2014,27,"RUS"
2014,26,"COM"
2014,26,"UGA"
2014,26,"UKR"
2014,25,"BGD"
2014,25,"GIN"
2014,25,"KEN"
2014,25,"LAO"
2014,25,"PNG"
2014,24,"CAF"
2014,24,"PRY"
2014,23,"COG"
2014,23,"TJK"
2014,22,"TCD"
2014,22,"COD"
2014,21,"KHM"
2014,21,"MMR"
2014,21,"ZWE"
2014,20,"BDI"
2014,20,"SYR"
2014,19,"AGO"
2014,19,"GNB"
2014,19,"HTI"
2014,19,"VEN"
2014,19,"YEM"
2014,18,"ERI"
2014,18,"LBY"
2014,18,"UZB"
2014,17,"TKM"
2014,16,"IRQ"
2014,15,"SSD"
2014,12,"AFG"
2014,11,"SDN"
2014,8,"PRK"
2014,8,"SOM"
2015,91,"DNK"
2015,91,"NZL"
2015,90,"FIN"
2015,89,"SWE"
2015,88,"NOR"
2015,86,"CHE"
2015,85,"LUX"
2015,85,"SGP"
2015,84,"NLD"
2015,83,"CAN"
2015,81,"DEU"
2015,81,"GBR"
2015,79,"AUS"
2015,79,"ISL"
2015,77,"BEL"
2015,76,"AUT"
2015,76,"USA"
2015,75,"HKG"
2015,75,"IRL"
2015,75,"JPN"
2015,74,"URY"
2015,71,"QAT"
2015,70,"CHL"
2015,70,"EST"
2015,70,"FRA"
2015,70,"ARE"
2015,65,"BTN"
2015,64,"PRT"
2015,63,"BWA"
2015,63,"POL"
2015,62,"TWN"
2015,61,"CYP"
2015,61,"ISR"
2015,60,"MLT"
2015,60,"SVN"
2015,59,"LTU"
2015,58,"ESP"
2015,56,"CZE"
2015,56,"LVA"
2015,55,"CPV"
2015,55,"CRI"
2015,55,"SYC"
2015,54,"KOR"
2015,54,"RWA"
2015,53,"JOR"
2015,53,"MUS"
2015,53,"NAM"
2015,52,"GEO"
2015,52,"SAU"
2015,51,"BHR"
2015,51,"HRV"
2015,51,"HUN"
2015,51,"SVK"
2015,50,"MYS"
2015,49,"KWT"
2015,47,"CUB"
2015,47,"GHA"
2015,46,"GRC"
2015,46,"ROU"
2015,45,"OMN"
2015,44,"ITA"
2015,44,"LSO"
2015,44,"MNE"
2015,44,"SEN"
2015,44,"ZAF"
2015,42,"STP"
2015,42,"MKD"
2015,42,"TUR"
2015,41,"BGR"
2015,41,"JAM"
2015,40,"SRB"
2015,39,"SLV"
2015,39,"MNG"
2015,39,"PAN"
2015,39,"TTO"
2015,38,"BIH"
2015,38,"BRA"
2015,38,"BFA"
2015,38,"IND"
2015,38,"THA"
2015,38,"TUN"
2015,38,"ZMB"
2015,37,"BEN"
2015,37,"CHN"
2015,37,"COL"
2015,37,"LBR"
2015,37,"LKA"
2015,36,"ALB"
2015,36,"DZA"
2015,36,"EGY"
2015,36,"IDN"
2015,36,"MAR"
2015,36,"PER"
2015,36,"SUR"
2015,35,"ARM"
2015,35,"MLI"
2015,35,"PHL"
2015,34,"BOL"
2015,34,"DJI"
2015,34,"GAB"
2015,34,"NER"
2015,33,"DOM"
2015,33,"ETH"
2015,33,"KSV"
2015,33,"MDA"
2015,32,"ARG"
2015,32,"BLR"
2015,32,"CIV"
2015,32,"ECU"
2015,32,"TGO"
2015,31,"HND"
2015,31,"MWI"
2015,31,"MRT"
2015,31,"MEX"
2015,31,"MOZ"
2015,31,"VNM"
2015,30,"PAK"
2015,30,"TZA"
2015,29,"AZE"
2015,29,"GUY"
2015,29,"RUS"
2015,29,"SLE"
2015,28,"GMB"
2015,28,"GTM"
2015,28,"KAZ"
2015,28,"KGZ"
2015,28,"LBN"
2015,28,"MDG"
2015,28,"TLS"
2015,27,"CMR"
2015,27,"IRN"
2015,27,"NPL"
2015,27,"NIC"
2015,27,"PRY"
2015,27,"UKR"
2015,26,"COM"
2015,26,"NGA"
2015,26,"TJK"
2015,25,"BGD"
2015,25,"GIN"
2015,25,"KEN"
2015,25,"LAO"
2015,25,"PNG"
2015,25,"UGA"
2015,24,"CAF"
2015,23,"COG"
2015,22,"TCD"
2015,22,"COD"
2015,22,"MMR"
2015,21,"BDI"
2015,21,"KHM"
2015,21,"ZWE"
2015,19,"UZB"
2015,18,"ERI"
2015,18,"SYR"
2015,18,"TKM"
2015,18,"YEM"
2015,17,"GNB"
2015,17,"HTI"
2015,17,"VEN"
2015,16,"IRQ"
2015,16,"LBY"
2015,15,"AGO"
2015,15,"SSD"
2015,12,"SDN"
2015,11,"AFG"
2015,8,"PRK"
2015,8,"SOM"
2016,90,"NZL"
2016,90,"DNK"
2016,89,"FIN"
2016,88,"SWE"
2016,86,"CHE"
2016,85,"NOR"
2016,84,"SGP"
2016,83,"NLD"
2016,82,"CAN"
2016,81,"DEU"
2016,81,"LUX"
2016,81,"GBR"
2016,79,"AUS"
2016,78,"ISL"
2016,77,"HKG"
2016,77,"BEL"
2016,75,"AUT"
2016,74,"USA"
2016,73,"IRL"
2016,72,"JPN"
2016,71,"URY"
2016,70,"EST"
2016,69,"FRA"
2016,66,"BHS"
2016,66,"CHL"
2016,66,"ARE"
2016,65,"BTN"
2016,64,"ISR"
2016,62,"POL"
2016,62,"PRT"
2016,61,"BRB"
2016,61,"TWN"
2016,61,"QAT"
2016,61,"SVN"
2016,60,"LCA"
2016,60,"VCT"
2016,60,"BWA"
2016,59,"DMA"
2016,59,"CPV"
2016,59,"LTU"
2016,58,"CRI"
2016,58,"BRN"
2016,58,"ESP"
2016,57,"GEO"
2016,57,"LVA"
2016,56,"GRD"
2016,55,"CYP"
2016,55,"CZE"
2016,55,"MLT"
2016,54,"MUS"
2016,54,"RWA"
2016,53,"KOR"
2016,52,"NAM"
2016,51,"SVK"
2016,49,"MYS"
2016,49,"HRV"
2016,48,"JOR"
2016,48,"HUN"
2016,48,"ROU"
2016,47,"CUB"
2016,47,"ITA"
2016,46,"SAU"
2016,46,"STP"
2016,45,"SUR"
2016,45,"MNE"
2016,45,"OMN"
2016,45,"SEN"
2016,45,"ZAF"
2016,44,"GRC"
2016,43,"BHR"
2016,43,"GHA"
2016,42,"SLB"
2016,42,"SRB"
2016,42,"BFA"
2016,41,"TUR"
2016,41,"KWT"
2016,41,"TUN"
2016,41,"BGR"
2016,40,"BRA"
2016,40,"CHN"
2016,40,"IND"
2016,40,"BLR"
2016,39,"JAM"
2016,39,"ALB"
2016,39,"BIH"
2016,39,"LSO"
2016,38,"PAN"
2016,38,"MNG"
2016,38,"ZMB"
2016,37,"COL"
2016,37,"IDN"
2016,37,"MKD"
2016,37,"MAR"
2016,37,"LBR"
2016,36,"ARG"
2016,36,"SLV"
2016,36,"MDV"
2016,36,"LKA"
2016,36,"KSV"
2016,36,"BEN"
2016,35,"PER"
2016,35,"TTO"
2016,35,"PHL"
2016,35,"THA"
2016,35,"TLS"
2016,35,"GAB"
2016,35,"NER"
2016,34,"GUY"
2016,34,"DZA"
2016,34,"EGY"
2016,34,"CIV"
2016,34,"ETH"
2016,33,"BOL"
2016,33,"VNM"
2016,33,"ARM"
2016,32,"PAK"
2016,32,"MLI"
2016,32,"TZA"
2016,32,"TGO"
2016,31,"DOM"
2016,31,"ECU"
2016,31,"MWI"
2016,30,"HND"
2016,30,"MEX"
2016,30,"PRY"
2016,30,"LAO"
2016,30,"AZE"
2016,30,"MDA"
2016,30,"DJI"
2016,30,"SLE"
2016,29,"NPL"
2016,29,"KAZ"
2016,29,"RUS"
2016,29,"UKR"
2016,29,"IRN"
2016,28,"GTM"
2016,28,"MMR"
2016,28,"PNG"
2016,28,"KGZ"
2016,28,"LBN"
2016,28,"NGA"
2016,27,"GIN"
2016,27,"MRT"
2016,27,"MOZ"
2016,26,"NIC"
2016,26,"BGD"
2016,26,"CMR"
2016,26,"GMB"
2016,26,"KEN"
2016,26,"MDG"
2016,25,"TJK"
2016,25,"UGA"
2016,24,"COM"
2016,22,"TKM"
2016,22,"ZWE"
2016,21,"KHM"
2016,21,"UZB"
2016,21,"COD"
2016,20,"HTI"
2016,20,"BDI"
2016,20,"CAF"
2016,20,"TCD"
2016,20,"COG"
2016,18,"AGO"
2016,18,"ERI"
2016,17,"VEN"
2016,17,"IRQ"
2016,16,"GNB"
2016,15,"AFG"
2016,14,"LBY"
2016,14,"YEM"
2016,14,"SDN"
2016,13,"SYR"
2016,12,"PRK"
2016,11,"SSD"
2016,10,"SOM"
2017,89,"NZL"
2017,88,"DNK"
2017,85,"CHE"
2017,85,"NOR"
2017,85,"FIN"
2017,84,"SWE"
2017,84,"SGP"
2017,82,"CAN"
2017,82,"NLD"
2017,82,"LUX"
2017,82,"GBR"
2017,81,"DEU"
2017,77,"HKG"
2017,77,"ISL"
2017,77,"AUS"
2017,75,"USA"
2017,75,"AUT"
2017,75,"BEL"
2017,74,"IRL"
2017,73,"JPN"
2017,71,"ARE"
2017,71,"EST"
2017,70,"FRA"
2017,70,"URY"
2017,68,"BRB"
2017,67,"CHL"
2017,67,"BTN"
2017,65,"BHS"
2017,63,"QAT"
2017,63,"PRT"
2017,63,"TWN"
2017,62,"BRN"
2017,62,"ISR"
2017,61,"SVN"
2017,61,"BWA"
2017,60,"SYC"
2017,60,"POL"
2017,59,"LTU"
2017,59,"CRI"
2017,58,"LVA"
2017,58,"VCT"
2017,57,"DMA"
2017,57,"CYP"
2017,57,"CZE"
2017,57,"ESP"
2017,56,"GEO"
2017,56,"MLT"
2017,55,"RWA"
2017,55,"CPV"
2017,55,"LCA"
2017,54,"KOR"
2017,52,"GRD"
2017,51,"NAM"
2017,50,"MUS"
2017,50,"ITA"
2017,50,"SVK"
2017,49,"SAU"
2017,49,"HRV"
2017,48,"JOR"
2017,48,"GRC"
2017,48,"ROU"
2017,47,"CUB"
2017,47,"MYS"
2017,46,"STP"
2017,46,"MNE"
2017,45,"HUN"
2017,45,"SEN"
2017,44,"JAM"
2017,44,"OMN"
2017,44,"BLR"
2017,43,"ZAF"
2017,43,"BGR"
2017,43,"VUT"
2017,42,"LSO"
2017,42,"TUN"
2017,42,"BFA"
2017,41,"CHN"
2017,41,"SRB"
2017,41,"SUR"
2017,41,"TTO"
2017,40,"GHA"
2017,40,"IND"
2017,40,"MAR"
2017,40,"TUR"
2017,39,"BEN"
2017,39,"KWT"
2017,39,"SLB"
2017,39,"ARG"
2017,39,"SWZ"
2017,39,"KSV"
2017,38,"BIH"
2017,38,"TLS"
2017,38,"LKA"
2017,38,"ALB"
2017,38,"GUY"
2017,37,"PER"
2017,37,"PAN"
2017,37,"COL"
2017,37,"ZMB"
2017,37,"BRA"
2017,37,"IDN"
2017,37,"THA"
2017,36,"CIV"
2017,36,"TZA"
2017,36,"BHR"
2017,36,"MNG"
2017,35,"ETH"
2017,35,"VNM"
2017,35,"MKD"
2017,35,"ARM"
2017,34,"PHL"
2017,33,"NER"
2017,33,"DZA"
2017,33,"BOL"
2017,33,"SLV"
2017,33,"MDV"
2017,32,"EGY"
2017,32,"ECU"
2017,32,"TGO"
2017,32,"GAB"
2017,32,"PAK"
2017,31,"MWI"
2017,31,"LBR"
2017,31,"DJI"
2017,31,"MLI"
2017,31,"NPL"
2017,31,"MDA"
2017,31,"AZE"
2017,31,"KAZ"
2017,30,"IRN"
2017,30,"MMR"
2017,30,"UKR"
2017,30,"GMB"
2017,30,"SLE"
2017,29,"LAO"
2017,29,"KGZ"
2017,29,"RUS"
2017,29,"PRY"
2017,29,"MEX"
2017,29,"HND"
2017,29,"DOM"
2017,29,"PNG"
2017,28,"MRT"
2017,28,"KEN"
2017,28,"LBN"
2017,28,"BGD"
2017,28,"GTM"
2017,27,"NGA"
2017,27,"GIN"
2017,27,"COM"
2017,26,"NIC"
2017,26,"UGA"
2017,25,"MOZ"
2017,25,"CMR"
2017,24,"MDG"
2017,23,"CAF"
2017,22,"ZWE"
2017,22,"BDI"
2017,22,"HTI"
2017,22,"UZB"
2017,21,"COG"
2017,21,"KHM"
2017,21,"COD"
2017,21,"TJK"
2017,20,"TCD"
2017,20,"ERI"
2017,19,"TKM"
2017,19,"AGO"
2017,18,"VEN"
2017,18,"IRQ"
2017,17,"GNQ"
2017,17,"LBY"
2017,17,"PRK"
2017,17,"GNB"
2017,16,"SDN"
2017,16,"YEM"
2017,15,"AFG"
2017,14,"SYR"
2017,12,"SSD"
2017,9,"SOM"
2018,88,"DNK"
2018,87,"NZL"
2018,85,"FIN"
2018,85,"SGP"
2018,85,"SWE"
2018,85,"CHE"
2018,84,"NOR"
2018,82,"NLD"
2018,81,"CAN"
2018,81,"LUX"
2018,80,"DEU"
2018,80,"GBR"
2018,77,"AUS"
2018,76,"AUT"
2018,76,"HKG"
2018,76,"ISL"
2018,75,"BEL"
2018,73,"EST"
2018,73,"IRL"
2018,73,"JPN"
2018,72,"FRA"
2018,71,"USA"
2018,70,"ARE"
2018,70,"URY"
2018,68,"BRB"
2018,68,"BTN"
2018,67,"CHL"
2018,66,"SYC"
2018,65,"BHS"
2018,64,"PRT"
2018,63,"BRN"
2018,63,"TWN"
2018,62,"QAT"
2018,61,"BWA"
2018,61,"ISR"
2018,60,"POL"
2018,60,"SVN"
2018,59,"CYP"
2018,59,"CZE"
2018,59,"LTU"
2018,58,"GEO"
2018,58,"LVA"
2018,58,"VCT"
2018,58,"ESP"
2018,57,"CPV"
2018,57,"DMA"
2018,57,"KOR"
2018,56,"CRI"
2018,56,"RWA"
2018,55,"LCA"
2018,54,"MLT"
2018,53,"NAM"
2018,52,"GRD"
2018,52,"ITA"
2018,52,"OMN"
2018,51,"MUS"
2018,50,"SVK"
2018,49,"JOR"
2018,49,"SAU"
2018,48,"HRV"
2018,47,"CUB"
2018,47,"MYS"
2018,47,"ROU"
2018,46,"HUN"
2018,46,"STP"
2018,46,"VUT"
2018,45,"GRC"
2018,45,"MNE"
2018,45,"SEN"
2018,44,"BLR"
2018,44,"JAM"
2018,44,"SLB"
2018,43,"MAR"
2018,43,"ZAF"
2018,43,"SUR"
2018,43,"TUN"
2018,42,"BGR"
2018,41,"BFA"
2018,41,"GHA"
2018,41,"IND"
2018,41,"KWT"
2018,41,"LSO"
2018,41,"TTO"
2018,41,"TUR"
2018,40,"ARG"
2018,40,"BEN"
2018,39,"CHN"
2018,39,"SRB"
2018,38,"BIH"
2018,38,"IDN"
2018,38,"LKA"
2018,38,"SWZ"
2018,37,"GMB"
2018,37,"GUY"
2018,37,"KSV"
2018,37,"MKD"
2018,37,"MNG"
2018,37,"PAN"
2018,36,"ALB"
2018,36,"BHR"
2018,36,"COL"
2018,36,"PHL"
2018,36,"TZA"
2018,36,"THA"
2018,35,"DZA"
2018,35,"ARM"
2018,35,"BRA"
2018,35,"CIV"
2018,35,"EGY"
2018,35,"SLV"
2018,35,"PER"
2018,35,"TLS"
2018,35,"ZMB"
2018,34,"ECU"
2018,34,"ETH"
2018,34,"NER"
2018,33,"MDA"
2018,33,"PAK"
2018,33,"VNM"
2018,32,"LBR"
2018,32,"MWI"
2018,32,"MLI"
2018,32,"UKR"
2018,31,"DJI"
2018,31,"GAB"
2018,31,"KAZ"
2018,31,"MDV"
2018,31,"NPL"
2018,30,"DOM"
2018,30,"SLE"
2018,30,"TGO"
2018,29,"BOL"
2018,29,"HND"
2018,29,"KGZ"
2018,29,"LAO"
2018,29,"MMR"
2018,29,"PRY"
2018,28,"GIN"
2018,28,"IRN"
2018,28,"LBN"
2018,28,"MEX"
2018,28,"PNG"
2018,28,"RUS"
2018,27,"COM"
2018,27,"GTM"
2018,27,"KEN"
2018,27,"MRT"
2018,27,"NGA"
2018,26,"BGD"
2018,26,"CAF"
2018,26,"UGA"
2018,25,"AZE"
2018,25,"CMR"
2018,25,"MDG"
2018,25,"NIC"
2018,25,"TJK"
2018,24,"ERI"
2018,23,"MOZ"
2018,23,"UZB"
2018,22,"ZWE"
2018,20,"KHM"
2018,20,"COD"
2018,20,"HTI"
2018,20,"TKM"
2018,19,"AGO"
2018,19,"TCD"
2018,19,"COG"
2018,18,"IRQ"
2018,18,"VEN"
2018,17,"BDI"
2018,17,"LBY"
2018,16,"AFG"
2018,16,"GNQ"
2018,16,"GNB"
2018,16,"SDN"
2018,14,"PRK"
2018,14,"YEM"
2018,13,"SSD"
2018,13,"SYR"
2018,10,"SOM"
2019,87,"DNK"
2019,87,"NZL"
2019,86,"FIN"
2019,85,"SGP"
2019,85,"SWE"
2019,85,"CHE"
2019,84,"NOR"
2019,82,"NLD"
2019,80,"DEU"
2019,80,"LUX"
2019,78,"ISL"
2019,77,"AUS"
2019,77,"AUT"
2019,77,"CAN"
2019,77,"GBR"
2019,76,"HKG"
2019,75,"BEL"
2019,74,"EST"
2019,74,"IRL"
2019,73,"JPN"
2019,71,"ARE"
2019,71,"URY"
2019,69,"FRA"
2019,69,"USA"
2019,68,"BTN"
2019,67,"CHL"
2019,66,"SYC"
2019,65,"TWN"
2019,64,"BHS"
2019,62,"BRB"
2019,62,"PRT"
2019,62,"QAT"
2019,62,"ESP"
2019,61,"BWA"
2019,60,"BRN"
2019,60,"ISR"
2019,60,"LTU"
2019,60,"SVN"
2019,59,"KOR"
2019,59,"VCT"
2019,58,"CPV"
2019,58,"CYP"
2019,58,"POL"
2019,56,"CRI"
2019,56,"CZE"
2019,56,"GEO"
2019,56,"LVA"
2019,55,"DMA"
2019,55,"LCA"
2019,54,"MLT"
2019,53,"GRD"
2019,53,"ITA"
2019,53,"MYS"
2019,53,"RWA"
2019,53,"SAU"
2019,52,"MUS"
2019,52,"NAM"
2019,52,"OMN"
2019,50,"SVK"
2019,48,"CUB"
2019,48,"GRC"
2019,48,"JOR"
2019,47,"HRV"
2019,46,"STP"
2019,46,"VUT"
2019,45,"ARG"
2019,45,"BLR"
2019,45,"MNE"
2019,45,"SEN"
2019,44,"HUN"
2019,44,"ROU"
2019,44,"ZAF"
2019,44,"SUR"
2019,43,"BGR"
2019,43,"JAM"
2019,43,"TUN"
2019,42,"ARM"
2019,42,"BHR"
2019,42,"SLB"
2019,41,"BEN"
2019,41,"CHN"
2019,41,"GHA"
2019,41,"IND"
2019,41,"MAR"
2019,40,"BFA"
2019,40,"GUY"
2019,40,"IDN"
2019,40,"KWT"
2019,40,"LSO"
2019,40,"TTO"
2019,39,"SRB"
2019,39,"TUR"
2019,38,"ECU"
2019,38,"LKA"
2019,38,"TLS"
2019,37,"COL"
2019,37,"ETH"
2019,37,"GMB"
2019,37,"TZA"
2019,37,"VNM"
2019,36,"BIH"
2019,36,"KSV"
2019,36,"PAN"
2019,36,"PER"
2019,36,"THA"
2019,35,"ALB"
2019,35,"DZA"
2019,35,"BRA"
2019,35,"CIV"
2019,35,"EGY"
2019,35,"MKD"
2019,34,"SLV"
2019,34,"KAZ"
2019,34,"NPL"
2019,34,"PHL"
2019,34,"SWZ"
2019,34,"ZMB"
2019,33,"SLE"
2019,32,"MDA"
2019,32,"NER"
2019,32,"PAK"
2019,31,"BOL"
2019,31,"GAB"
2019,31,"MWI"
2019,30,"AZE"
2019,30,"DJI"
2019,30,"KGZ"
2019,30,"UKR"
2019,29,"GIN"
2019,29,"LAO"
2019,29,"MDV"
2019,29,"MLI"
2019,29,"MEX"
2019,29,"MMR"
2019,29,"TGO"
2019,28,"DOM"
2019,28,"KEN"
2019,28,"LBN"
2019,28,"LBR"
2019,28,"MRT"
2019,28,"PNG"
2019,28,"PRY"
2019,28,"RUS"
2019,28,"UGA"
2019,26,"AGO"
2019,26,"BGD"
2019,26,"GTM"
2019,26,"HND"
2019,26,"IRN"
2019,26,"MOZ"
2019,26,"NGA"
2019,25,"CMR"
2019,25,"CAF"
2019,25,"COM"
2019,25,"TJK"
2019,25,"UZB"
2019,24,"MDG"
2019,24,"ZWE"
2019,23,"ERI"
2019,22,"NIC"
2019,20,"KHM"
2019,20,"TCD"
2019,20,"IRQ"
2019,19,"BDI"
2019,19,"COG"
2019,19,"TKM"
2019,18,"COD"
2019,18,"GNB"
2019,18,"HTI"
2019,18,"LBY"
2019,17,"PRK"
2019,16,"AFG"
2019,16,"GNQ"
2019,16,"SDN"
2019,16,"VEN"
2019,15,"YEM"
2019,13,"SYR"
2019,12,"SSD"
2019,9,"SOM"
2021,88,"DNK"
2020,88,"DNK"
2021,88,"NZL"
2020,88,"NZL"
2021,88,"FIN"
2020,85,"FIN"
2021,85,"SGP"
2020,85,"SGP"
2021,85,"SWE"
2020,85,"SWE"
2021,85,"NOR"
2020,84,"NOR"
2021,84,"CHE"
2020,85,"CHE"
2021,82,"NLD"
2020,82,"NLD"
2021,81,"LUX"
2020,80,"LUX"
2021,80,"DEU"
2020,80,"DEU"
2021,78,"GBR"
2020,77,"GBR"
2021,76,"HKG"
2020,77,"HKG"
2021,74,"CAN"
2020,77,"CAN"
2021,74,"AUT"
2020,76,"AUT"
2021,74,"EST"
2020,75,"EST"
2021,74,"ISL"
2020,75,"ISL"
2021,74,"IRL"
2020,72,"IRL"
2021,73,"AUS"
2020,77,"AUS"
2021,73,"BEL"
2020,76,"BEL"
2021,73,"JPN"
2020,74,"JPN"
2021,73,"URY"
2020,71,"URY"
2021,71,"FRA"
2020,69,"FRA"
2021,70,"SYC"
2020,66,"SYC"
2021,69,"ARE"
2020,71,"ARE"
2021,68,"BTN"
2020,68,"BTN"
2021,68,"TWN"
2020,65,"TWN"
2021,67,"CHL"
2020,67,"CHL"
2021,67,"USA"
2020,67,"USA"
2021,65,"BRB"
2020,64,"BRB"
2021,64,"BHS"
2020,63,"BHS"
2021,63,"QAT"
2020,63,"QAT"
2021,62,"KOR"
2020,61,"KOR"
2021,62,"PRT"
2020,61,"PRT"
2021,61,"ESP"
2020,62,"ESP"
2021,61,"LTU"
2020,60,"LTU"
2021,59,"ISR"
2020,60,"ISR"
2021,59,"VCT"
2020,59,"VCT"
2021,59,"LVA"
2020,57,"LVA"
2021,58,"CPV"
2020,58,"CPV"
2021,58,"CRI"
2020,57,"CRI"
2021,57,"SVN"
2020,60,"SVN"
2021,56,"POL"
2020,56,"POL"
2021,56,"LCA"
2020,56,"LCA"
2021,56,"ITA"
2020,53,"ITA"
2021,55,"FJI"
2020,NA,"FJI"
2021,55,"BWA"
2020,60,"BWA"
2021,55,"GEO"
2020,56,"GEO"
2021,55,"DMA"
2020,55,"DMA"
2021,54,"CZE"
2020,54,"CZE"
2021,54,"MLT"
2020,53,"MLT"
2021,54,"MUS"
2020,53,"MUS"
2021,53,"CYP"
2020,57,"CYP"
2021,53,"RWA"
2020,54,"RWA"
2021,53,"GRD"
2020,53,"GRD"
2021,53,"SAU"
2020,53,"SAU"
2021,52,"OMN"
2020,54,"OMN"
2021,52,"SVK"
2020,49,"SVK"
2021,49,"NAM"
2020,51,"NAM"
2021,49,"GRC"
2020,50,"GRC"
2021,49,"ARM"
2020,49,"ARM"
2021,49,"JOR"
2020,49,"JOR"
2021,48,"MYS"
2020,51,"MYS"
2021,47,"HRV"
2020,47,"HRV"
2021,46,"CUB"
2020,47,"CUB"
2021,46,"MNE"
2020,45,"MNE"
2021,45,"STP"
2020,47,"STP"
2021,45,"ROU"
2020,44,"ROU"
2021,45,"VUT"
2020,43,"VUT"
2021,45,"CHN"
2020,42,"CHN"
2021,44,"JAM"
2020,44,"JAM"
2021,44,"ZAF"
2020,44,"ZAF"
2021,44,"TUN"
2020,44,"TUN"
2021,43,"SEN"
2020,45,"SEN"
2021,43,"HUN"
2020,44,"HUN"
2021,43,"GHA"
2020,43,"GHA"
2021,43,"KWT"
2020,42,"KWT"
2021,43,"SLB"
2020,42,"SLB"
2021,42,"BGR"
2020,44,"BGR"
2021,42,"BHR"
2020,42,"BHR"
2021,42,"BEN"
2020,41,"BEN"
2021,42,"BFA"
2020,40,"BFA"
2021,41,"BLR"
2020,47,"BLR"
2021,41,"TLS"
2020,40,"TLS"
2021,41,"TTO"
2020,40,"TTO"
2021,40,"MDV"
2020,43,"MDV"
2021,40,"IND"
2020,40,"IND"
2021,39,"GUY"
2020,41,"GUY"
2021,39,"MAR"
2020,40,"MAR"
2021,39,"COL"
2020,39,"COL"
2021,39,"ETH"
2020,38,"ETH"
2021,39,"SUR"
2020,38,"SUR"
2021,39,"TZA"
2020,38,"TZA"
2021,39,"KSV"
2020,36,"KSV"
2021,39,"VNM"
2020,36,"VNM"
2021,39,"MKD"
2020,35,"MKD"
2021,38,"ARG"
2020,42,"ARG"
2021,38,"LSO"
2020,41,"LSO"
2021,38,"TUR"
2020,40,"TUR"
2021,38,"BRA"
2020,38,"BRA"
2021,38,"SRB"
2020,38,"SRB"
2021,38,"IDN"
2020,37,"IDN"
2021,37,"KAZ"
